0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1093.98,2022-11-22 10:03:53
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1.004,2022-11-22 10:03:07
0x6b175474e89094c44da98b954eedeac495271d0f,1.002,2022-11-22 10:00:29
0xdac17f958d2ee523a2206206994597c13d831ec7,1.002,2022-11-22 10:00:15
0xb1191f691a355b43542bea9b8847bc73e7abb137,0.01722303,2022-11-22 10:03:04
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,15677.37,2022-11-22 10:03:53
0xd533a949740bb3306d119cc777fa900ba034cd52,0.488063,2022-11-22 10:02:50
0x853d955acef822db058eb8505911ed77f175b99e,1.002,2022-11-22 10:03:52
0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,55.11,2022-11-22 10:03:41
0x0d8775f648430679a709e98d2b0cb6250d2887ef,0.219233,2022-11-22 10:03:51
0xc690f7c7fcffa6a82b79fab7508c466fefdfc8c5,0.00107256,2022-11-22 10:02:36
0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0.386279,2022-11-22 10:03:44
0x656c00e1bcd96f256f224ad9112ff426ef053733,0.076382,2022-11-22 10:03:45
0xeeaa2deebded2d04f32ba2a83d73c31c58e612f3,0.0,2022-11-22 10:04:00.109462
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1093.29,2022-11-22 10:05:59
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1.0,2022-11-22 10:05:24
0x6b175474e89094c44da98b954eedeac495271d0f,1.002,2022-11-22 10:00:29
0xdac17f958d2ee523a2206206994597c13d831ec7,0.999045,2022-11-22 10:05:13
0xb1191f691a355b43542bea9b8847bc73e7abb137,0.01716418,2022-11-22 10:06:13
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,15632.45,2022-11-22 10:06:20
0xd533a949740bb3306d119cc777fa900ba034cd52,0.484937,2022-11-22 10:06:16
0x853d955acef822db058eb8505911ed77f175b99e,0.999415,2022-11-22 10:06:15
0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,54.93,2022-11-22 10:06:03
0x0d8775f648430679a709e98d2b0cb6250d2887ef,0.218627,2022-11-22 10:07:17
0xc690f7c7fcffa6a82b79fab7508c466fefdfc8c5,0.00106692,2022-11-22 10:06:13
0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0.384941,2022-11-22 10:07:08
0x656c00e1bcd96f256f224ad9112ff426ef053733,0.07612,2022-11-22 10:07:09
0xeeaa2deebded2d04f32ba2a83d73c31c58e612f3,0.0,2022-11-22 10:07:32.574749
0x9ea3b5b4ec044b70375236a281986106457b20ef,0.763858,2022-11-22 10:06:22
0xf16e81dce15b08f326220742020379b855b87df9,0.15289,2022-11-22 10:07:31
0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,1.61,2022-11-22 10:07:17
0x6810e776880c02933d47db1b9fc05908e5386b96,79.17,2022-11-22 10:07:24
0xffceca5b48b9b616440bebe421ff210c19eed6a7,0.0,2022-11-22 10:07:35.835263
0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,8.4e-06,2022-11-22 10:07:21
0x3472a5a71965499acd81997a54bba8d852c6e53d,2.52,2022-11-22 10:07:33
0x9fa69536d1cda4a04cfb50688294de75b505a9ae,0.120066,2022-11-22 10:07:33
0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0.02755947,2022-11-22 10:07:01
0xbaa9af8a83500ac4137c555b9e58ccb3e1f2269d,4.9086e-14,2022-11-21 10:16:49
0x090185f2135308bad17527004364ebcc2d37e5f6,0.00059828,2022-11-22 10:07:32
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,11.98,2022-11-22 10:07:20
0x69af81e73a73b40adf4f3d4223cd9b1ece623074,2.39,2022-11-22 10:07:21
0x0316eb71485b0ab14103307bf65a021042c6d380,15756.81,2022-11-22 10:07:23
0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,15863.59,2022-11-22 10:08:38
0x57ab1ec28d129707052df4df418d58a2d46d5f51,1.003,2022-11-22 10:07:48
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,5.11,2022-11-22 10:07:49
0xd76d3b52ca0df8456d248337ca83e8ddedf8227d,0.0,2022-11-22 10:08:46.702235
0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,0.396301,2022-11-22 10:08:43
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,637.37,2022-11-22 10:08:45
0x956f47f50a910163d8bf957cf5846d573e7f87ca,0.991376,2022-11-22 10:08:34
0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0.373563,2022-11-22 10:08:44
0x01e0e2e61f554ecaaec0cc933e739ad90f24a86d,0.533973,2022-11-22 10:08:45
0xb4efd85c19999d84251304bda99e90b92300bd93,0.0,2022-11-22 10:08:48.403154
0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,0.251739,2022-11-22 10:08:34
0x3affcca64c2a6f4e3b6bd9c64cd2c969efd1ecbe,0.00054986,2022-11-22 10:08:36
0xe5b826ca2ca02f09c1725e9bd98d9a8874c30532,0.00417512,2022-11-22 10:08:36
0x77fba179c79de5b7653f68b5039af940ada60ce0,2.77,2022-11-22 10:08:38
